Assamese_Sentence	English_Translation
অৱস্থান ধৰ্মঘট কাৰ্যসূচীত নলবাৰী জিলা সমিতিৰ উপদেষ্টা মৃনাল কুমাৰ বৰ্মন, গৌতম কুমাৰ শৰ্মা,  নলবাৰী জিলা সমিতিৰ সভাপতি মনোৰাম কলিতা, সাধাৰণ সম্পাদক নিৰোদ দাস, যুটীয়া সম্পাদক যোগেশ কলিতা আৰু প্ৰণৱজ্যোতি কলিতাকে ধৰি নলবাৰী জিলা সমিতিৰ সমূহ বিষয়ববীয়া আৰু বিভিন্ন আঞ্চলিক সমিতিৰ বিষয়ববীয়া উপস্থিত থাকে।	Nalbari district committee advisor Mrinal Kumar Barman, Gautam Kumar Sharma, Nalbari district committee president Monoram Kalita, general secretary Nirod Das, joint secretaries Yogesh Kalita and Pranabjyoti Kalita along with other office bearers of Nalbari district committee and different regional committees were present in the sit-in programme.
মন্ত্ৰী হিমন্ত বিশ্ব শৰ্মাৰ সংবাদমেলত ২৬ জুনৰ পৰা সান্ধ্য আইন প্ৰযোজ্য হব বুলি কৰিছিল ঘোষণা।	Minister Himanta Biswa Sarma had announced that the evening rule would come into effect from June 26.
এই চেকৰ বাবে কাকো ঘোচ নিদিবলৈ তেওঁ আহ্বান জনায়৷	He appealed not to bribe anyone for this cheque.
বাঢ়নী পানীৰ ফলত এতিয়া ৰাওনামুখ-পিছলা সোৱণশিৰি-লোহিতমুখ-বৰতামুলী-বাকৰি দলনিত ৰাইজ-পশুধনৰ হাহাকাৰ অৱস্থা।	Due to the flood water, now the situation of people and livestock is in dire straits in the Ranomukh-Pachhi Swansiri-Lohitamukh-Bartamuli-Bakri area.
মগজুৰ ৰক্তক্ষৰণ হৈছে দুয়োজনৰ ।	Both of them suffered brain haemorrhages.
মোৰ জন্ম হৈছে শিৱসাগৰত।	I was born in Sivasagar.
বিহুৰ বতৰ।	The season of Bihu.
বৈঠালাংছʼত আৰ্যভট্ট বিজ্ঞান কেন্দ্ৰৰ উদ্যোগ বিজ্ঞান প্ৰযুক্তি বিদ্যাৰ ওপৰত সজাগতা অনুষ্ঠান	Awareness programme on Industry Science Technology by Aryabhatta Science Centre at Baithalangso
ইফালে, বাহৰেইনৰ এই খেলুৱৈগৰাকীয়ে ৪০০ মিটাৰ দৌৰত এছিয়ান গেমছত ২০১৮চনত সোণৰ পদক লাভ কৰিছিল।	Meanwhile, the Bahraini athlete won the gold medal in the 400m race at the Asian Games 2018.
লগতে উপস্থিত আছে বিধায়ক গুৰুজ্যোতি দাস, কমলী বসুমতাৰী, মহেশ্বৰ বড়ো।	Also present are MLAs Gurujyoti Das, Kamali Basumatary, Maheswar Boro.
দফাসমূহ কাৰ্যকৰী ৰূপ দিয়াৰ বাবে আমি সকলোৱে কাম কৰিম।	We will all work to make the clauses work.
কেন্দ্ৰীয় গৃহ মন্ত্ৰণালয়ে কোভিড-১৯ৰ বাবে দ্বিতীয়বাৰলৈ বৃদ্ধি কৰিছে লকডাউন।	The Union Home Ministry has extended the lockdown due to COVID-19 for the second time.
চিলাই মেচিনত দেশৰ ৰাষ্ট্ৰপতি ৰামনাথ কোৱিন্দৰ পত্নী সবিতা কোৱিন্দে তৈয়াৰ কৰিলে মাস্ক	Savita Kovind, wife of President Ram Nath Kovind, makes masks at a sewing machine
ওদালগুৰিত স্থাপন কৰা হৈছে ৩৭টা কোৱাৰেন্টাইন চেন্টাৰ।	In Udalguri, 37 quarantine centres have been set up.
ব্ৰিটিছৰ দিনত উৰ্বৰ বাম কৃষিভূমি কোম্পানীবোৰে দখল কৰিছিল এতিয়া দ কৃষিভূমিবোৰ কোম্পানীৰ দখলত নিয়াৰ ষড়যন্ত্ৰ কৰিছে ।	During the British days, the fertile left agricultural land was occupied by the companies, now they are conspiring to take the agricultural land into the possession of the company.
পাকিস্তানত ২২০০ বছৰ পুৰণি য়ুনানী সভ্যতাৰ কাৰখানাৰ অৱশিষ্ট লাভ	Remains of a 2,200-year-old Greek Civilization Factory Found in Pakistan
আনকি পত্নী ৰীতা গোহাঁয়ে এক সংবাদ মেল সম্বোধন কৰি টিকট নোপোৱা বাবে উচুপি উঠিছিল।	His wife, Rita Gohain, even addressed a press conference and lashed out at him for not getting a ticket.
ইটালীঃ ১৮,২৭৯জন।	Italy: 18,279.
যোগেন্দ্ৰ নাথ কলিতাৰ বিয়োগত বটদ্রৱা বিধানসভা সমষ্টিৰ বিধায়িকা আঙুৰলতা ডেকা, অসম সাহিত্য সভাৰ সভাপতি ড° পৰমানন্দ ৰাজবংশী, প্ৰধান সম্পাদক পদুম ৰাজখোৱা, বিশিষ্ট সাংবাদিক প্রকাশ মহন্ত, মনোৰম গগৈ, গীতালি শইকীয়া, নগাঁও জিলা সাহিত্য সভাৰ সম্পাদক মৃনাল হাজৰিকা, সহকাৰী সম্পাদক দ্বয় ৰেৱত কুমাৰ হাজৰিকা আৰু আনোৱাৰ পাৰভেজ, পি চি জিৰ প্ৰাক্তন সদস্য লাচিত বৰদলৈ, উত্তৰ কমলাবাৰী শাখা সাহিত্য সভাৰ সম্পাদক কবি শংকু সিদ্ধ নাথ, সাংবাদিক পদুম কলিতা, দিব্যজ্যোতি বৰুৱা, কল্যাণ কুমাৰ বৰা, দিলদাৰ হুছেইন, অমৰ জ্যোতি কলিতা, বটদ্রৱা থান পৰিচালনা সমিতিৰ সাধাৰণ সম্পাদক ইন্দ্রমোহন বৰুৱা, প্রাক্তন সাধাৰণ সম্পাদক ব্ৰজেন কাকতি, শিল্পী ৰঞ্জিত মহন্ত, কবি পৰাণ কুমাৰ বৰুৱা, ৰিণি নেওগ বৰা মিন্টু দাস, সঞ্জীৱ বৰাকে প্রমুখ্য কৰি বিভিন্ন অনুষ্ঠান প্রতিষ্ঠান তথা ব্যক্তিবিশেষে গভীৰ শোক প্ৰকাশ কৰিছে।	Angoorlata Deka, MLA, Batadrava Assembly Constituency, Dr. Paramananda Rajbongshi, President, Asom Sahitya Sabha, Padum Rajkhowa, General Secretary, Asom Sahitya Sabha, Prakash Mahanta, Manorama Gogoi, Gitali Saikia, eminent journalist, Mrinal Hazarika, Secretary, Nagaon Zila Sahitya Sabha, Dwai Rewat Kumar Hazarika, Assistant Secretary and Anowar Parvez, former member of PCG, Lachit Bordoloi, Kabi Sankhu Siddha Nath, Secretary, Uttar Kamalabari Branch Sahitya Sabha, journalists Padum Kalita, Dibyajyoti Barua, Kalyan Kumar Bora, Dildar Hussain, Amar Jyoti Kalita, Indramohan Barua, General Secretary, Batadrava Than Managing Committee, former General Secretary Brajen Kakati, Shilpi Ranjit Mahanta, Kabi Paran Kumar Boro, Neogunia Foundation, Bontu Das, among others have expressed deep grief over the demise of Kalita.
এই মন্তব্য অসম সাহিত্য সভাৰ সভাপতি ড৹ কুলধৰ শইকীয়াৰ।	This comment was made by Dr. Kuladhar Saikia, the President of Assam Sahitya Sabha.
অসম কৃষি বিশ্ববিদ্যালয়ৰ অধ্যাপকৰ আত্মহত্যা।	Assam Agricultural University professor commits suicide
বিজেপিৰ বিৰুদ্ধে বৃহত্তম ঐক্য গঢ়ি তোলাৰ আহ্বান ৫ ৰাজনৈতিক দলৰ বিজেপিৰ বিৰুদ্ধে ৰাজ্যখনত বৃহত্তম ঐক্য গঢ়ি তোলাৰ আহ্বান জনাইছে চি পি আই, চি পি আই (এম), চি পি আই (এম এল), আঞ্চলিক গণমর্চা আৰু আৰ জে ডি দলে৷	5 political parties CPI, CPI (M), CPI (ML), Anchalik Gana Morcha and RJD have called for the largest unity in the state against the BJP.
বিবৃতিত সাংবাদিক মাৰিয়া ৰেছা আৰু ডিমিট্টী মুৰাটোভলৈ শান্তিৰ সর্বোচ্চ সন্মান আগবঢ়োৱা বুলি উল্লেখ কৰি অধ্যক্ষ এণ্ডাৰচেনে কয় যে দুয়োগৰাকী সাংবাদিকে বাক্ স্বাধীনতাৰ কাৰণে সাহসী যুঁজ অব্যাহত ৰাখিছে৷	In the statement, awarding journalists Maria Ressa and Dimitty Muratov the highest honor of peace, Chairman Andersen said that the two journalists continue to fight bravely for freedom of speech.
তাৰপাছতেই দেওবাৰে গঞাই চুলি খুৰাই, চূণ লেপি, চেণ্ডেলৰ মালা পিন্ধাই বিহিছিল শাস্তি।	Then, on Sunday, Guna was punished by having his hair shaven, coated with lime, and garlanded with sandals.
অসমীয়া প্ৰতিদিনৰ ডিজিটেল সংস্কৰণেও এই সন্দৰ্ভত এক খবৰ প্ৰকাশ কৰিছিল।	The digital edition of Asamiya Pratidin also carried a news item in this regard.
ইতিমধ্যে, কৰিমগঞ্জৰ প্ৰাক্তন উপায়ুক্ত প্ৰদীপ তালুকদাৰ, চক্ৰ বিষয়া হোমেন গোঁহাই বৰুৱাসহ চক্ৰ বিষয়া কাৰ্যালয়ৰ আন দুজন কৰ্মচাৰীক আৰক্ষীয়ে গ্ৰেপ্তাৰ কৰিছে।	Meanwhile, police have arrested former Karimganj Deputy Commissioner Pradip Talukdar, Circle Officer Homen Gohain Baruah along with two other employees of the Circle Officer's office.
